Monsterid,Damage,Health,GoldValue,DiaValue,Reward1,Reward1Value,Asset
32232,3363,1038695702932920,99547720,-1,-1,-1,Spider1
32233,3364,1038695767390520,99636980,-1,-1,-1,Spider1
32234,3366,1038695831848130,99726280,-1,-1,-1,Spider1
32235,3367,1038695896305740,99815620,224000,-1,-1,Spider1
32236,3369,1055891336416970,99905000,-1,-1,-1,Spider1
32237,3370,1055891401405930,99994420,-1,-1,-1,Spider1
32238,3372,1055891466394900,100083880,-1,-1,-1,Spider1
32239,3373,1055891531383860,100173380,-1,-1,-1,Spider1
32240,3375,1055891596372840,100262920,224500,-1,-1,Spider1
32241,3376,1055891661361810,100352500,-1,-1,-1,Spider1
32242,3378,1055891726350780,100442120,-1,-1,-1,Spider1
32243,3379,1073314158834870,100531780,-1,-1,-1,Spider1
32244,3381,1073314224357820,100621480,-1,-1,-1,Spider1
32245,3382,1073314289880770,100711220,225000,-1,-1,Spider1
32246,3384,1073314355403720,100801000,-1,-1,-1,Spider1
32247,3385,1073314420926680,100890820,-1,-1,-1,Spider1
32248,3387,1073314486449630,100980680,-1,-1,-1,Spider1
32249,3388,1073314551972590,101070580,-1,-1,-1,Spider1
32250,3390,1090966216810530,101160520,225500,-1,-1,Spider1
32251,3391,1090966282870090,101250500,-1,-1,-1,Skeleton1
32252,3393,1090966348929650,101340520,-1,-1,-1,Skeleton1
32253,3394,1090966414989210,101430580,-1,-1,-1,Skeleton1
32254,3396,1090966481048770,101520680,-1,-1,-1,Skeleton1
32255,3397,1090966547108330,101610820,226000,-1,-1,Skeleton1
32256,3399,1090966613167900,101701000,-1,-1,-1,Skeleton1
32257,3400,1108849765028770,101791220,-1,-1,-1,Skeleton1
32258,3402,1108849831627560,101881480,-1,-1,-1,Skeleton1
32259,3403,1108849898226350,101971780,-1,-1,-1,Skeleton1
32260,3405,1108849964825150,102062120,226500,-1,-1,Skeleton1
32261,3406,1108850031423950,102152500,-1,-1,-1,Skeleton1
32262,3408,1108850098022750,102242920,-1,-1,-1,Skeleton1
32263,3409,1108850164621550,102333380,-1,-1,-1,Skeleton1
32264,3411,1126967072910490,102423880,-1,-1,-1,Skeleton1
32265,3412,1126967140051150,102514420,227000,-1,-1,Skeleton1
32266,3414,1126967207191820,102605000,-1,-1,-1,Skeleton1
32267,3415,1126967274332480,102695620,-1,-1,-1,Skeleton1
32268,3417,1126967341473150,102786280,-1,-1,-1,Skeleton1
32269,3418,1126967408613820,102876980,-1,-1,-1,Skeleton1
32270,3420,1126967475754490,102967720,227500,-1,-1,Skeleton1
32271,3421,1145320424660720,103058500,-1,-1,-1,Skeleton1
32272,3423,1145320492345890,103149320,-1,-1,-1,Skeleton1
32273,3424,1145320560031060,103240180,-1,-1,-1,Skeleton1
32274,3426,1145320627716230,103331080,-1,-1,-1,Skeleton1
32275,3427,1145320695401400,103422020,228000,-1,-1,Skeleton1
32276,3429,1145320763086580,103513000,-1,-1,-1,Skeleton2
32277,3430,1145320830771760,103604020,-1,-1,-1,Skeleton2
32278,3432,1163912119316590,103695080,-1,-1,-1,Skeleton2
32279,3433,1163912187548900,103786180,-1,-1,-1,Skeleton2
32280,3435,1163912255781220,103877320,228500,-1,-1,Skeleton2
32281,3436,1163912324013540,103968500,-1,-1,-1,Skeleton2
32282,3438,1163912392245860,104059720,-1,-1,-1,Skeleton2
32283,3439,1163912460478180,104150980,-1,-1,-1,Skeleton2
32284,3441,1163912528710500,104242280,-1,-1,-1,Skeleton2
32285,3442,1182744470795330,104333620,229000,-1,-1,Skeleton2
32286,3444,1182744539577440,104425000,-1,-1,-1,Skeleton2
32287,3445,1182744608359540,104516420,-1,-1,-1,Skeleton2
32288,3447,1182744677141650,104607880,-1,-1,-1,Skeleton2
32289,3448,1182744745923760,104699380,-1,-1,-1,Skeleton2
32290,3450,1182744814705880,104790920,229500,-1,-1,Skeleton2
32291,3451,1182744883487990,104882500,-1,-1,-1,Skeleton2
32292,3453,1201819807942270,104974120,-1,-1,-1,Skeleton2
32293,3454,1201819877276820,105065780,-1,-1,-1,Skeleton2
32294,3456,1201819946611360,105157480,-1,-1,-1,Skeleton2
32295,3457,1201820015945920,105249220,230000,-1,-1,Skeleton2
32296,3459,1201820085280470,105341000,-1,-1,-1,Skeleton2
32297,3460,1201820154615020,105432820,-1,-1,-1,Skeleton2
32298,3462,1201820223949580,105524680,-1,-1,-1,Skeleton2
32299,3463,1221140474578840,105616580,-1,-1,-1,Skeleton2
32300,3465,1221140544468480,105708520,230500,-1,-1,Skeleton2
32301,3466,1221140614358130,105800500,-1,-1,-1,SkeletonWithShield
32302,3468,1221140684247770,105892520,-1,-1,-1,SkeletonWithShield
32303,3469,1221140754137420,105984580,-1,-1,-1,SkeletonWithShield
32304,3471,1221140824027070,106076680,-1,-1,-1,SkeletonWithShield
32305,3472,1221140893916720,106168820,231000,-1,-1,SkeletonWithShield
32306,3474,1240708829550600,106261000,-1,-1,-1,SkeletonWithShield
32307,3475,1240708899997990,106353220,-1,-1,-1,SkeletonWithShield
32308,3477,1240708970445390,106445480,-1,-1,-1,SkeletonWithShield
32309,3478,1240709040892790,106537780,-1,-1,-1,SkeletonWithShield
32310,3480,1240709111340190,106630120,231500,-1,-1,SkeletonWithShield
32311,3481,1240709181787590,106722500,-1,-1,-1,SkeletonWithShield
32312,3483,1240709252235000,106814920,-1,-1,-1,SkeletonWithShield
32313,3484,1260527246775170,106907380,-1,-1,-1,SkeletonWithShield
32314,3486,1260527317782980,106999880,-1,-1,-1,SkeletonWithShield
32315,3487,1260527388790790,107092420,232000,-1,-1,SkeletonWithShield
32316,3489,1260527459798600,107185000,-1,-1,-1,SkeletonWithShield
32317,3490,1260527530806420,107277620,-1,-1,-1,SkeletonWithShield
32318,3492,1260527601814240,107370280,-1,-1,-1,SkeletonWithShield
32319,3493,1260527672822060,107462980,-1,-1,-1,SkeletonWithShield
32320,3495,1280598115290300,107555720,232500,-1,-1,SkeletonWithShield
32321,3496,1280598186861190,107648500,-1,-1,-1,SkeletonWithShield
32322,3498,1280598258432080,107741320,-1,-1,-1,SkeletonWithShield
32323,3499,1280598330002980,107834180,-1,-1,-1,SkeletonWithShield
32324,3501,1280598401573880,107927080,-1,-1,-1,SkeletonWithShield
32325,3502,1280598473144780,108020020,233000,-1,-1,SkeletonWithShield
32326,3504,1280598544715680,108113000,-1,-1,-1,MageSkeleton-RustyShield
32327,3505,1300923839301850,108206020,-1,-1,-1,MageSkeleton-RustyShield
32328,3507,1300923911438490,108299080,-1,-1,-1,MageSkeleton-RustyShield
32329,3508,1300923983575140,108392180,-1,-1,-1,MageSkeleton-RustyShield
32330,3510,1300924055711790,108485320,233500,-1,-1,MageSkeleton-RustyShield
32331,3511,1300924127848440,108578500,-1,-1,-1,MageSkeleton-RustyShield
32332,3513,1300924199985090,108671720,-1,-1,-1,MageSkeleton-RustyShield
32333,3514,1300924272121740,108764980,-1,-1,-1,MageSkeleton-RustyShield
32334,3516,1321506838231750,108858280,-1,-1,-1,MageSkeleton-RustyShield
32335,3517,1321506910936820,108951620,234000,-1,-1,MageSkeleton-RustyShield
32336,3519,1321506983641890,109045000,-1,-1,-1,MageSkeleton-RustyShield
32337,3520,1321507056346970,109138420,-1,-1,-1,MageSkeleton-RustyShield
32338,3522,1321507129052050,109231880,-1,-1,-1,MageSkeleton-RustyShield
32339,3523,1321507201757130,109325380,-1,-1,-1,MageSkeleton-RustyShield
32340,3525,1321507274462210,109418920,234500,-1,-1,MageSkeleton-RustyShield
32341,3526,1342349546766070,109512500,-1,-1,-1,MageSkeleton-RustyShield
32342,3528,1342349620042250,109606120,-1,-1,-1,MageSkeleton-RustyShield
32343,3529,1342349693318430,109699780,-1,-1,-1,MageSkeleton-RustyShield
32344,3531,1342349766594610,109793480,-1,-1,-1,MageSkeleton-RustyShield
32345,3532,1342349839870790,109887220,235000,-1,-1,MageSkeleton-RustyShield
32346,3534,1342349913146980,109981000,-1,-1,-1,MageSkeleton-RustyShield
32347,3535,1342349986423170,110074820,-1,-1,-1,MageSkeleton-RustyShield
32348,3537,1363454414902960,110168680,-1,-1,-1,MageSkeleton-RustyShield
32349,3538,1363454488752930,110262580,-1,-1,-1,MageSkeleton-RustyShield
32350,3540,1363454562602900,110356520,235500,-1,-1,MageSkeleton-RustyShield
32351,3541,1363454636452870,110450500,-1,-1,-1,Assassin
32352,3543,1363454710302850,110544520,-1,-1,-1,Assassin
32353,3544,1363454784152820,110638580,-1,-1,-1,Assassin
32354,3546,1363454858002800,110732680,-1,-1,-1,Assassin
32355,3547,1384823908000680,110826820,236000,-1,-1,Assassin
32356,3549,1384823982427120,110921000,-1,-1,-1,Assassin
32357,3550,1384824056853570,111015220,-1,-1,-1,Assassin
32358,3552,1384824131280020,111109480,-1,-1,-1,Assassin
32359,3553,1384824205706470,111203780,-1,-1,-1,Assassin
32360,3555,1384824280132920,111298120,236500,-1,-1,Assassin
32361,3556,1384824354559380,111392500,-1,-1,-1,Assassin
32362,3558,1406460506825580,111486920,-1,-1,-1,Assassin
32363,3559,1406460581831190,111581380,-1,-1,-1,Assassin
32364,3561,1406460656836810,111675880,-1,-1,-1,Assassin
32365,3562,1406460731842430,111770420,237000,-1,-1,Assassin
32366,3564,1406460806848050,111865000,-1,-1,-1,Assassin
32367,3565,1406460881853670,111959620,-1,-1,-1,Assassin
32368,3567,1406460956859290,112054280,-1,-1,-1,Assassin
32369,3568,1428366707600120,112148980,-1,-1,-1,Assassin
32370,3570,1428366783187600,112243720,237500,-1,-1,Assassin
32371,3571,1428366858775080,112338500,-1,-1,-1,Assassin
32372,3573,1428366934362560,112433320,-1,-1,-1,Assassin
32373,3574,1428367009950050,112528180,-1,-1,-1,Assassin
32374,3576,1428367085537540,112623080,-1,-1,-1,Assassin
32375,3577,1428367161125020,112718020,238000,-1,-1,Assassin
32376,3579,1450545022050870,112813000,-1,-1,-1,BigWorm1
32377,3580,1450545098222910,112908020,-1,-1,-1,BigWorm1
32378,3582,1450545174394960,113003080,-1,-1,-1,BigWorm1
32379,3583,1450545250567010,113098180,-1,-1,-1,BigWorm1
32380,3585,1450545326739060,113193320,238500,-1,-1,BigWorm1
32381,3586,1450545402911110,113288500,-1,-1,-1,BigWorm1
32382,3588,1450545479083160,113383720,-1,-1,-1,BigWorm1
32383,3589,1472997977456490,113478980,-1,-1,-1,BigWorm1
32384,3591,1472998054215810,113574280,-1,-1,-1,BigWorm1
32385,3592,1472998130975120,113669620,239000,-1,-1,BigWorm1
32386,3594,1472998207734440,113765000,-1,-1,-1,BigWorm1
32387,3595,1472998284493760,113860420,-1,-1,-1,BigWorm1
32388,3597,1472998361253080,113955880,-1,-1,-1,BigWorm1
32389,3598,1472998438012400,114051380,-1,-1,-1,BigWorm1
32390,3600,1495728116695750,114146920,239500,-1,-1,BigWorm1
32391,3601,1495728194045040,114242500,-1,-1,-1,BigWorm1
32392,3603,1495728271394330,114338120,-1,-1,-1,BigWorm1
32393,3604,1495728348743620,114433780,-1,-1,-1,BigWorm1
32394,3606,1495728426092920,114529480,-1,-1,-1,BigWorm1
32395,3607,1495728503442220,114625220,240000,-1,-1,BigWorm1
32396,3609,1495728580791520,114721000,-1,-1,-1,BigWorm1
32397,3610,1518737998295500,114816820,-1,-1,-1,BigWorm1
32398,3612,1518738076237480,114912680,-1,-1,-1,BigWorm1
32399,3613,1518738154179460,115008580,-1,-1,-1,BigWorm1
32400,3615,1518738232121450,115104520,240500,-1,-1,BigWorm1
32401,3616,1518738310063430,115200500,-1,-1,-1,Spider2
32402,3618,1518738388005420,115296520,-1,-1,-1,Spider2
32403,3619,1518738465947410,115392580,-1,-1,-1,Spider2
32404,3621,1542030196478720,115488680,-1,-1,-1,Spider2
32405,3622,1542030275016110,115584820,241000,-1,-1,Spider2
32406,3624,1542030353553490,115681000,-1,-1,-1,Spider2
32407,3625,1542030432090880,115777220,-1,-1,-1,Spider2
32408,3627,1542030510628280,115873480,-1,-1,-1,Spider2
32409,3628,1542030589165670,115969780,-1,-1,-1,Spider2
32410,3630,1542030667703060,116066120,241500,-1,-1,Spider2
32411,3631,1565607301212470,116162500,-1,-1,-1,Spider2
32412,3633,1565607380347990,116258920,-1,-1,-1,Spider2
32413,3634,1565607459483500,116355380,-1,-1,-1,Spider2
32414,3636,1565607538619020,116451880,-1,-1,-1,Spider2
32415,3637,1565607617754540,116548420,242000,-1,-1,Spider2
32416,3639,1565607696890060,116645000,-1,-1,-1,Spider2
32417,3640,1565607776025580,116741620,-1,-1,-1,Spider2
32418,3642,1589471918255930,116838280,-1,-1,-1,Spider2
32419,3643,1589471997992290,116934980,-1,-1,-1,Spider2
32420,3645,1589472077728660,117031720,242500,-1,-1,Spider2
32421,3646,1589472157465030,117128500,-1,-1,-1,Spider2
32422,3648,1589472237201400,117225320,-1,-1,-1,Spider2
32423,3649,1589472316937770,117322180,-1,-1,-1,Spider2
32424,3651,1589472396674150,117419080,-1,-1,-1,Spider2
32425,3652,1613626669208350,117516020,243000,-1,-1,Spider2
32426,3654,1613626749548290,117613000,-1,-1,-1,Skeleton2
32427,3655,1613626829888240,117710020,-1,-1,-1,Skeleton2
32428,3657,1613626910228190,117807080,-1,-1,-1,Skeleton2
32429,3658,1613626990568140,117904180,-1,-1,-1,Skeleton2
32430,3660,1613627070908090,118001320,243500,-1,-1,Skeleton2
32431,3661,1613627151248050,118098500,-1,-1,-1,Skeleton2
32432,3663,1638074191557110,118195720,-1,-1,-1,Skeleton2
32433,3664,1638074272503370,118292980,-1,-1,-1,Skeleton2
32434,3666,1638074353449630,118390280,-1,-1,-1,Skeleton2
32435,3667,1638074434395890,118487620,244000,-1,-1,Skeleton2
32436,3669,1638074515342160,118585000,-1,-1,-1,Skeleton2
32437,3670,1638074596288430,118682420,-1,-1,-1,Skeleton2
32438,3672,1638074677234700,118779880,-1,-1,-1,Skeleton2
32439,3673,1662817138725680,118877380,-1,-1,-1,Skeleton2
32440,3675,1662817220280990,118974920,244500,-1,-1,Skeleton2
32441,3676,1662817301836300,119072500,-1,-1,-1,Skeleton2
32442,3678,1662817383391610,119170120,-1,-1,-1,Skeleton2
32443,3679,1662817464946930,119267780,-1,-1,-1,Skeleton2
32444,3681,1662817546502250,119365480,-1,-1,-1,Skeleton2
32445,3682,1662817628057570,119463220,245000,-1,-1,Skeleton2
32446,3684,1687858180121610,119561000,-1,-1,-1,Skeleton2
32447,3685,1687858262288710,119658820,-1,-1,-1,Skeleton2
32448,3687,1687858344455820,119756680,-1,-1,-1,Skeleton2
32449,3688,1687858426622920,119854580,-1,-1,-1,Skeleton2
32450,3690,1687858508790030,119952520,245500,-1,-1,Skeleton2
32451,3691,1687858590957150,120050500,-1,-1,-1,Spider1
32452,3693,1687858673124260,120148520,-1,-1,-1,Spider1
32453,3694,1713200001184590,120246580,-1,-1,-1,Spider1
32454,3696,1713200083966240,120344680,-1,-1,-1,Spider1
32455,3697,1713200166747880,120442820,246000,-1,-1,Spider1
32456,3699,1713200249529530,120541000,-1,-1,-1,Spider1
32457,3700,1713200332311170,120639220,-1,-1,-1,Spider1
32458,3702,1713200415092820,120737480,-1,-1,-1,Spider1
32459,3703,1713200497874470,120835780,-1,-1,-1,Spider1
32460,3705,1738845303434390,120934120,246500,-1,-1,Spider1
32461,3706,1738845386833320,121032500,-1,-1,-1,Spider1
32462,3708,1738845470232250,121130920,-1,-1,-1,Spider1
32463,3709,1738845553631180,121229380,-1,-1,-1,Spider1
32464,3711,1738845637030120,121327880,-1,-1,-1,Spider1
32465,3712,1738845720429060,121426420,247000,-1,-1,Spider1
32466,3714,1738845803828000,121525000,-1,-1,-1,Spider1
32467,3715,1764796804518860,121623620,-1,-1,-1,Spider1
32468,3717,1764796888537830,121722280,-1,-1,-1,Spider1
32469,3718,1764796972556810,121820980,-1,-1,-1,Spider1
32470,3720,1764797056575780,121919720,247500,-1,-1,Spider1
32471,3721,1764797140594760,122018500,-1,-1,-1,Spider1
32472,3723,1764797224613730,122117320,-1,-1,-1,Spider1
32473,3724,1764797308632720,122216180,-1,-1,-1,Spider1
32474,3726,1791057238261980,122315080,-1,-1,-1,Spider1
32475,3727,1791057322903750,122414020,248000,-1,-1,Spider1
32476,3729,1791057407545520,122513000,-1,-1,-1,Skeleton1
32477,3730,1791057492187290,122612020,-1,-1,-1,Skeleton1
32478,3732,1791057576829070,122711080,-1,-1,-1,Skeleton1
32479,3733,1791057661470850,122810180,-1,-1,-1,Skeleton1
32480,3735,1791057746112620,122909320,248500,-1,-1,Skeleton1
32481,3736,1817629354711820,123008500,-1,-1,-1,Skeleton1
32482,3738,1817629439979150,123107720,-1,-1,-1,Skeleton1
32483,3739,1817629525246480,123206980,-1,-1,-1,Skeleton1
32484,3741,1817629610513810,123306280,-1,-1,-1,Skeleton1
32485,3742,1817629695781150,123405620,249000,-1,-1,Skeleton1
32486,3744,1817629781048490,123505000,-1,-1,-1,Skeleton1
32487,3745,1817629866315830,123604420,-1,-1,-1,Skeleton1
32488,3747,1844515920188520,123703880,-1,-1,-1,Skeleton1
32489,3748,1844516006084180,123803380,-1,-1,-1,Skeleton1
32490,3750,1844516091979840,123902920,249500,-1,-1,Skeleton1
32491,3751,1844516177875500,124002500,-1,-1,-1,Skeleton1
32492,3753,1844516263771160,124102120,-1,-1,-1,Skeleton1
32493,3754,1844516349666820,124201780,-1,-1,-1,Skeleton1
32494,3756,1844516435562490,124301480,-1,-1,-1,Skeleton1
32495,3757,1871719717332360,124401220,250000,-1,-1,Skeleton1
32496,3759,1871719803859120,124501000,-1,-1,-1,Skeleton1
32497,3760,1871719890385870,124600820,-1,-1,-1,Skeleton1
32498,3762,1871719976912630,124700680,-1,-1,-1,Skeleton1
32499,3763,1871720063439390,124800580,-1,-1,-1,Skeleton1
32500,3765,1871720149966150,124900520,250500,-1,-1,Skeleton1
32501,3766,1871720236492910,125000500,-1,-1,-1,Assassin
32502,3768,1899243545151720,125100520,-1,-1,-1,Assassin
32503,3769,1899243632312340,125200580,-1,-1,-1,Assassin
32504,3771,1899243719472970,125300680,-1,-1,-1,Assassin
32505,3772,1899243806633600,125400820,251000,-1,-1,Assassin
32506,3774,1899243893794230,125501000,-1,-1,-1,Assassin
32507,3775,1899243980954860,125601220,-1,-1,-1,Assassin
32508,3777,1899244068115490,125701480,-1,-1,-1,Assassin
32509,3778,1927090219071050,125801780,-1,-1,-1,Assassin
32510,3780,1927090306868320,125902120,251500,-1,-1,Assassin
32511,3781,1927090394665590,126002500,-1,-1,-1,Assassin
32512,3783,1927090482462870,126102920,-1,-1,-1,Assassin
32513,3784,1927090570260150,126203380,-1,-1,-1,Assassin
32514,3786,1927090658057430,126303880,-1,-1,-1,Assassin
32515,3787,1927090745854710,126404420,252000,-1,-1,Assassin
32516,3789,1955262570978910,126505000,-1,-1,-1,Assassin
32517,3790,1955262659415620,126605620,-1,-1,-1,Assassin
32518,3792,1955262747852320,126706280,-1,-1,-1,Assassin
32519,3793,1955262836289030,126806980,-1,-1,-1,Assassin
32520,3795,1955262924725740,126907720,252500,-1,-1,Assassin
32521,3796,1955263013162450,127008500,-1,-1,-1,Assassin
32522,3798,1955263101599160,127109320,-1,-1,-1,Assassin
32523,3799,1983763449275950,127210180,-1,-1,-1,Assassin
32524,3801,1983763538354870,127311080,-1,-1,-1,Assassin
32525,3802,1983763627433800,127412020,253000,-1,-1,Assassin
32526,3804,1983763716512720,127513000,-1,-1,-1,Skeleton
32527,3805,1983763805591650,127614020,-1,-1,-1,Skeleton
32528,3807,1983763894670570,127715080,-1,-1,-1,Skeleton
32529,3808,1983763983749500,127816180,-1,-1,-1,Skeleton
32530,3810,2012595718922940,127917320,253500,-1,-1,Skeleton
32531,3811,2012595808646870,128018500,-1,-1,-1,Skeleton
32532,3813,2012595898370800,128119720,-1,-1,-1,Skeleton
32533,3814,2012595988094730,128220980,-1,-1,-1,Skeleton
32534,3816,2012596077818660,128322280,-1,-1,-1,Skeleton
32535,3817,2012596167542590,128423620,254000,-1,-1,Skeleton
32536,3819,2012596257266530,128525000,-1,-1,-1,Skeleton
32537,3820,2041762261488740,128626420,-1,-1,-1,Skeleton
32538,3822,2041762351860460,128727880,-1,-1,-1,Skeleton
32539,3823,2041762442232190,128829380,-1,-1,-1,Skeleton
32540,3825,2041762532603930,128930920,254500,-1,-1,Skeleton
32541,3826,2041762622975660,129032500,-1,-1,-1,Skeleton
32542,3828,2041762713347400,129134120,-1,-1,-1,Skeleton
32543,3829,2041762803719130,129235780,-1,-1,-1,Skeleton
32544,3831,2071265975198270,129337480,-1,-1,-1,Skeleton
32545,3832,2071266066220600,129439220,255000,-1,-1,Skeleton
32546,3834,2071266157242930,129541000,-1,-1,-1,Skeleton
32547,3835,2071266248265260,129642820,-1,-1,-1,Skeleton
32548,3837,2071266339287600,129744680,-1,-1,-1,Skeleton
32549,3838,2071266430309930,129846580,-1,-1,-1,Skeleton
32550,3840,2071266521332270,129948520,255500,-1,-1,Skeleton
32551,3841,2101109774980620,130050500,-1,-1,-1,Skeleton2
32552,3843,2101109866656350,130152520,-1,-1,-1,Skeleton2
32553,3844,2101109958332080,130254580,-1,-1,-1,Skeleton2
32554,3846,2101110050007810,130356680,-1,-1,-1,Skeleton2
32555,3847,2101110141683550,130458820,256000,-1,-1,Skeleton2
32556,3849,2101110233359280,130561000,-1,-1,-1,Skeleton2
32557,3850,2101110325035020,130663220,-1,-1,-1,Skeleton2
32558,3852,2131296592516930,130765480,-1,-1,-1,Skeleton2
32559,3853,2131296684848860,130867780,-1,-1,-1,Skeleton2
32560,3855,2131296777180800,130970120,256500,-1,-1,Skeleton2
32561,3856,2131296869512740,131072500,-1,-1,-1,Skeleton2
32562,3858,2131296961844690,131174920,-1,-1,-1,Skeleton2
32563,3859,2131297054176630,131277380,-1,-1,-1,Skeleton2
32564,3861,2131297146508580,131379880,-1,-1,-1,Skeleton2
32565,3862,2161829376288440,131482420,257000,-1,-1,Skeleton2
32566,3864,2161829469279390,131585000,-1,-1,-1,Skeleton2
32567,3865,2161829562270350,131687620,-1,-1,-1,Skeleton2
32568,3867,2161829655261310,131790280,-1,-1,-1,Skeleton2
32569,3868,2161829748252270,131892980,-1,-1,-1,Skeleton2
32570,3870,2161829841243230,131995720,257500,-1,-1,Skeleton2
32571,3871,2161829934234200,132098500,-1,-1,-1,Skeleton2
32572,3873,2192711091624490,132201320,-1,-1,-1,Skeleton2
32573,3874,2192711185277280,132304180,-1,-1,-1,Skeleton2
32574,3876,2192711278930070,132407080,-1,-1,-1,Skeleton2
32575,3877,2192711372582860,132510020,258000,-1,-1,Skeleton2
32576,3879,2192711466235650,132613000,-1,-1,-1,MageSkeletonWithShield
32577,3880,2192711559888450,132716020,-1,-1,-1,MageSkeletonWithShield
32578,3882,2192711653541240,132819080,-1,-1,-1,MageSkeletonWithShield
32579,3883,2223944720750530,132922180,-1,-1,-1,MageSkeletonWithShield
32580,3885,2223944815067970,133025320,258500,-1,-1,MageSkeletonWithShield
32581,3886,2223944909385410,133128500,-1,-1,-1,MageSkeletonWithShield
32582,3888,2223945003702850,133231720,-1,-1,-1,MageSkeletonWithShield
32583,3889,2223945098020290,133334980,-1,-1,-1,MageSkeletonWithShield
32584,3891,2223945192337740,133438280,-1,-1,-1,MageSkeletonWithShield
32585,3892,2223945286655190,133541620,259000,-1,-1,MageSkeletonWithShield
32586,3894,2255533262836110,133645000,-1,-1,-1,MageSkeletonWithShield
32587,3895,2255533357821020,133748420,-1,-1,-1,MageSkeletonWithShield
32588,3897,2255533452805930,133851880,-1,-1,-1,MageSkeletonWithShield
32589,3898,2255533547790840,133955380,-1,-1,-1,MageSkeletonWithShield
32590,3900,2255533642775760,134058920,259500,-1,-1,MageSkeletonWithShield
32591,3901,2255533737760680,134162500,-1,-1,-1,MageSkeletonWithShield
32592,3903,2255533832745600,134266120,-1,-1,-1,MageSkeletonWithShield
32593,3904,2287479734042820,134369780,-1,-1,-1,MageSkeletonWithShield
32594,3906,2287479829698030,134473480,-1,-1,-1,MageSkeletonWithShield
32595,3907,2287479925353250,134577220,260000,-1,-1,MageSkeletonWithShield
32596,3909,2287480021008460,134681000,-1,-1,-1,MageSkeletonWithShield
32597,3910,2287480116663680,134784820,-1,-1,-1,MageSkeletonWithShield
32598,3912,2287480212318890,134888680,-1,-1,-1,MageSkeletonWithShield
32599,3913,2287480307974110,134992580,-1,-1,-1,MageSkeletonWithShield
32600,3915,2319787167572450,135096520,260500,-1,-1,MageSkeletonWithShield
32601,3916,2319787263900780,135200500,-1,-1,-1,SkeletonWithShield
32602,3918,2319787360229130,135304520,-1,-1,-1,SkeletonWithShield
32603,3919,2319787456557470,135408580,-1,-1,-1,SkeletonWithShield
32604,3921,2319787552885810,135512680,-1,-1,-1,SkeletonWithShield
32605,3922,2319787649214160,135616820,261000,-1,-1,SkeletonWithShield
32606,3924,2319787745542510,135721000,-1,-1,-1,SkeletonWithShield
32607,3925,2352458613714800,135825220,-1,-1,-1,SkeletonWithShield
32608,3927,2352458710719110,135929480,-1,-1,-1,SkeletonWithShield
32609,3928,2352458807723410,136033780,-1,-1,-1,SkeletonWithShield
32610,3930,2352458904727720,136138120,261500,-1,-1,SkeletonWithShield
32611,3931,2352459001732020,136242500,-1,-1,-1,SkeletonWithShield
32612,3933,2352459098736330,136346920,-1,-1,-1,SkeletonWithShield
32613,3934,2352459195740650,136451380,-1,-1,-1,SkeletonWithShield
32614,3936,2385497139895790,136555880,-1,-1,-1,SkeletonWithShield
32615,3937,2385497237578890,136660420,262000,-1,-1,SkeletonWithShield
32616,3939,2385497335262000,136765000,-1,-1,-1,SkeletonWithShield
32617,3940,2385497432945110,136869620,-1,-1,-1,SkeletonWithShield
32618,3942,2385497530628220,136974280,-1,-1,-1,SkeletonWithShield
32619,3943,2385497628311330,137078980,-1,-1,-1,SkeletonWithShield
32620,3945,2385497725994440,137183720,262500,-1,-1,SkeletonWithShield
32621,3946,2418905830725470,137288500,-1,-1,-1,SkeletonWithShield
32622,3948,2418905929090210,137393320,-1,-1,-1,SkeletonWithShield
32623,3949,2418906027454960,137498180,-1,-1,-1,SkeletonWithShield
32624,3951,2418906125819710,137603080,-1,-1,-1,SkeletonWithShield
32625,3952,2418906224184470,137708020,263000,-1,-1,SkeletonWithShield
32626,3954,2418906322549220,137813000,-1,-1,-1,Spider2
32627,3955,2418906420913980,137918020,-1,-1,-1,Spider2
32628,3957,2452687788045920,138023080,-1,-1,-1,Spider2
32629,3958,2452687887095160,138128180,-1,-1,-1,Spider2
32630,3960,2452687986144400,138233320,263500,-1,-1,Spider2
32631,3961,2452688085193640,138338500,-1,-1,-1,Spider2
32632,3963,2452688184242880,138443720,-1,-1,-1,Spider2
32633,3964,2452688283292120,138548980,-1,-1,-1,Spider2
32634,3966,2452688382341370,138654280,-1,-1,-1,Spider2
32635,3967,2486846130979390,138759620,264000,-1,-1,Spider2
32636,3969,2486846230715970,138865000,-1,-1,-1,Spider2
32637,3970,2486846330452550,138970420,-1,-1,-1,Spider2
32638,3972,2486846430189130,139075880,-1,-1,-1,Spider2
32639,3973,2486846529925710,139181380,-1,-1,-1,Spider2
32640,3975,2486846629662300,139286920,264500,-1,-1,Spider2
32641,3976,2486846729398880,139392500,-1,-1,-1,Spider2
32642,3978,2521383995976170,139498120,-1,-1,-1,Spider2
32643,3979,2521384096402940,139603780,-1,-1,-1,Spider2
32644,3981,2521384196829710,139709480,-1,-1,-1,Spider2
32645,3982,2521384297256490,139815220,265000,-1,-1,Spider2
32646,3984,2521384397683270,139921000,-1,-1,-1,Spider2
32647,3985,2521384498110040,140026820,-1,-1,-1,Spider2
32648,3987,2521384598536820,140132680,-1,-1,-1,Spider2
32649,3988,2556304536862670,140238580,-1,-1,-1,Spider2
